Unique ID,Indicator ID,Name,Measure,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Time Period,Start_Date,Data Value,Latitude,Longitude
178429,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,403,Flushing - Clearview,2009-01-01,12/01/2008,10.16,40.7647238,-73.8306716
669748,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,403,Flushing - Clearview,2020-01-01,01/01/2020,6.24,40.7647238,-73.8306716
212083,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,403,Flushing - Clearview,2014-01-01,12/01/2013,8.64,40.7647238,-73.8306716
412519,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,403,Flushing - Clearview,2016-01-01,12/31/2015,18.24,40.7647238,-73.8306716
605753,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,403,Flushing - Clearview,2018-01-01,01/01/2018,6.9,40.7647238,-73.8306716
410827,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,403,Flushing - Clearview,2016-01-01,12/31/2015,7.22,40.7647238,-73.8306716
176665,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,403,Flushing - Clearview,2012-01-01,12/01/2011,19.83,40.7647238,-73.8306716
669649,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,403,Flushing - Clearview,2020-01-01,01/01/2020,6.24,40.7647238,-73.8306716
174266,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,403,Flushing - Clearview,2013-01-01,12/01/2012,8.39,40.7647238,-73.8306716
547558,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,403,Flushing - Clearview,2017-01-01,01/01/2017,7.27,40.7647238,-73.8306716
742353,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,403,Flushing - Clearview,2021-01-01,01/01/2021,6.45,40.7647238,-73.8306716
740985,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,403,Flushing - Clearview,2021-01-01,01/01/2021,15.66,40.7647238,-73.8306716
549851,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,403,Flushing - Clearview,2017-01-01,01/01/2017,18.5,40.7647238,-73.8306716
410926,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,403,Flushing - Clearview,2016-01-01,12/31/2015,7.22,40.7647238,-73.8306716
605852,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,403,Flushing - Clearview,2018-01-01,01/01/2018,6.9,40.7647238,-73.8306716
176707,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,403,Flushing - Clearview,2013-01-01,12/01/2012,18.71,40.7647238,-73.8306716
174130,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,403,Flushing - Clearview,2009-01-01,12/01/2008,10.16,40.7647238,-73.8306716
174198,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,403,Flushing - Clearview,2011-01-01,12/01/2010,10.05,40.7647238,-73.8306716
334141,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,403,Flushing - Clearview,2015-01-01,01/01/2015,8.45,40.7647238,-73.8306716
336580,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,403,Flushing - Clearview,2015-01-01,01/01/2015,19.09,40.7647238,-73.8306716
178597,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,403,Flushing - Clearview,2013-01-01,12/01/2012,8.39,40.7647238,-73.8306716
176539,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,403,Flushing - Clearview,2009-01-01,12/01/2008,22.68,40.7647238,-73.8306716
176623,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,403,Flushing - Clearview,2011-01-01,12/01/2010,21.94,40.7647238,-73.8306716
212572,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,403,Flushing - Clearview,2014-01-01,12/01/2013,19.46,40.7647238,-73.8306716
172736,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,403,Flushing - Clearview,2013-01-01,12/01/2012,18.71,40.7647238,-73.8306716
549950,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,403,Flushing - Clearview,2017-01-01,01/01/2017,18.5,40.7647238,-73.8306716
412618,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,403,Flushing - Clearview,2016-01-01,12/31/2015,18.23,40.7647238,-73.8306716
602891,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,403,Flushing - Clearview,2018-01-01,01/01/2018,17.63,40.7647238,-73.8306716
172668,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,403,Flushing - Clearview,2011-01-01,12/01/2010,21.94,40.7647238,-73.8306716
172600,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,403,Flushing - Clearview,2009-01-01,12/01/2008,22.68,40.7647238,-73.8306716
336679,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,403,Flushing - Clearview,2015-01-01,01/01/2015,19.09,40.7647238,-73.8306716
667435,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,403,Flushing - Clearview,2020-01-01,01/01/2020,15.59,40.7647238,-73.8306716
174164,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,403,Flushing - Clearview,2010-01-01,12/01/2009,9.33,40.7647238,-73.8306716
176581,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,403,Flushing - Clearview,2010-01-01,12/01/2009,21.48,40.7647238,-73.8306716
172634,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,403,Flushing - Clearview,2010-01-01,12/01/2009,21.47,40.7647238,-73.8306716
172702,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,403,Flushing - Clearview,2012-01-01,12/01/2011,19.83,40.7647238,-73.8306716
178471,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,403,Flushing - Clearview,2010-01-01,12/01/2009,9.34,40.7647238,-73.8306716
174232,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,403,Flushing - Clearview,2012-01-01,12/01/2011,8.9,40.7647238,-73.8306716
649852,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,403,Flushing - Clearview,2019-01-01,01/01/2019,6.61,40.7647238,-73.8306716
643408,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,403,Flushing - Clearview,2019-01-01,01/01/2019,16.26,40.7647238,-73.8306716
649753,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,403,Flushing - Clearview,2019-01-01,01/01/2019,6.61,40.7647238,-73.8306716
643507,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,403,Flushing - Clearview,2019-01-01,01/01/2019,16.26,40.7647238,-73.8306716
334042,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,403,Flushing - Clearview,2015-01-01,01/01/2015,8.45,40.7647238,-73.8306716
172742,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,305307,Upper East Side-Gramercy,2013-01-01,12/01/2012,32.1,40.7367783,-73.9844722
741102,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,305307,Upper East Side-Gramercy,2021-01-01,01/01/2021,21.83,40.7367783,-73.9844722
549968,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,305307,Upper East Side-Gramercy,2017-01-01,01/01/2017,27.51,40.7367783,-73.9844722
212089,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,305307,Upper East Side-Gramercy,2014-01-01,12/01/2013,12.13,40.7367783,-73.9844722
742371,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,305307,Upper East Side-Gramercy,2021-01-01,01/01/2021,7.55,40.7367783,-73.9844722
174272,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,305307,Upper East Side-Gramercy,2013-01-01,12/01/2012,12.09,40.7367783,-73.9844722
547576,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,305307,Upper East Side-Gramercy,2017-01-01,01/01/2017,9.54,40.7367783,-73.9844722
602909,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,305307,Upper East Side-Gramercy,2018-01-01,01/01/2018,25.89,40.7367783,-73.9844722
412636,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,305307,Upper East Side-Gramercy,2016-01-01,12/31/2015,27.31,40.7367783,-73.9844722
410944,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,305307,Upper East Side-Gramercy,2016-01-01,12/31/2015,9.86,40.7367783,-73.9844722
605870,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,305307,Upper East Side-Gramercy,2018-01-01,01/01/2018,9.44,40.7367783,-73.9844722
174136,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,305307,Upper East Side-Gramercy,2009-01-01,12/01/2008,13.89,40.7367783,-73.9844722
334159,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,305307,Upper East Side-Gramercy,2015-01-01,01/01/2015,10.91,40.7367783,-73.9844722
174204,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,305307,Upper East Side-Gramercy,2011-01-01,12/01/2010,12.96,40.7367783,-73.9844722
669631,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,305307,Upper East Side-Gramercy,2020-01-01,01/01/2020,7.41,40.7367783,-73.9844722
667471,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,305307,Upper East Side-Gramercy,2020-01-01,01/01/2020,22.48,40.7367783,-73.9844722
174170,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,305307,Upper East Side-Gramercy,2010-01-01,12/01/2009,12.96,40.7367783,-73.9844722
172606,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,305307,Upper East Side-Gramercy,2009-01-01,12/01/2008,38.52,40.7367783,-73.9844722
172674,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,305307,Upper East Side-Gramercy,2011-01-01,12/01/2010,35.11,40.7367783,-73.9844722
336697,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,305307,Upper East Side-Gramercy,2015-01-01,01/01/2015,28.28,40.7367783,-73.9844722
172640,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,305307,Upper East Side-Gramercy,2010-01-01,12/01/2009,34.84,40.7367783,-73.9844722
211783,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,305307,Upper East Side-Gramercy,2014-01-01,12/01/2013,30.96,40.7367783,-73.9844722
172708,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,305307,Upper East Side-Gramercy,2012-01-01,12/01/2011,33.15,40.7367783,-73.9844722
174238,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,305307,Upper East Side-Gramercy,2012-01-01,12/01/2011,12.14,40.7367783,-73.9844722
649870,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,305307,Upper East Side-Gramercy,2019-01-01,01/01/2019,8.98,40.7367783,-73.9844722
643525,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,305307,Upper East Side-Gramercy,2019-01-01,01/01/2019,24.05,40.7367783,-73.9844722
336760,375,Nitrogen dioxide (NO2),Mean,ppb,CD,202,Hunts Point and Longwood (CD2),2015-01-01,01/01/2015,20.85,40.8094385,-73.8803315
667597,375,Nitrogen dioxide (NO2),Mean,ppb,CD,202,Hunts Point and Longwood (CD2),2020-01-01,01/01/2020,18.77,40.8094385,-73.8803315
167522,375,Nitrogen dioxide (NO2),Mean,ppb,CD,202,Hunts Point and Longwood (CD2),2009-01-01,12/01/2008,26.09,40.8094385,-73.8803315
167581,375,Nitrogen dioxide (NO2),Mean,ppb,CD,202,Hunts Point and Longwood (CD2),2010-01-01,12/01/2009,23.88,40.8094385,-73.8803315
334222,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,202,Hunts Point and Longwood (CD2),2015-01-01,01/01/2015,9.85,40.8094385,-73.8803315
605933,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,202,Hunts Point and Longwood (CD2),2018-01-01,01/01/2018,8.12,40.8094385,-73.8803315
167699,375,Nitrogen dioxide (NO2),Mean,ppb,CD,202,Hunts Point and Longwood (CD2),2012-01-01,12/01/2011,22.07,40.8094385,-73.8803315
170413,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,202,Hunts Point and Longwood (CD2),2013-01-01,12/01/2012,9.76,40.8094385,-73.8803315
547639,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,202,Hunts Point and Longwood (CD2),2017-01-01,01/01/2017,8.49,40.8094385,-73.8803315
213590,375,Nitrogen dioxide (NO2),Mean,ppb,CD,202,Hunts Point and Longwood (CD2),2014-01-01,12/01/2013,21.02,40.8094385,-73.8803315
167758,375,Nitrogen dioxide (NO2),Mean,ppb,CD,202,Hunts Point and Longwood (CD2),2013-01-01,12/01/2012,21.27,40.8094385,-73.8803315
550031,375,Nitrogen dioxide (NO2),Mean,ppb,CD,202,Hunts Point and Longwood (CD2),2017-01-01,01/01/2017,20.3,40.8094385,-73.8803315
214121,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,202,Hunts Point and Longwood (CD2),2014-01-01,12/01/2013,9.96,40.8094385,-73.8803315
170354,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,202,Hunts Point and Longwood (CD2),2012-01-01,12/01/2011,10.25,40.8094385,-73.8803315
170236,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,202,Hunts Point and Longwood (CD2),2010-01-01,12/01/2009,10.71,40.8094385,-73.8803315
741165,375,Nitrogen dioxide (NO2),Mean,ppb,CD,202,Hunts Point and Longwood (CD2),2021-01-01,01/01/2021,19.31,40.8094385,-73.8803315
412699,375,Nitrogen dioxide (NO2),Mean,ppb,CD,202,Hunts Point and Longwood (CD2),2016-01-01,12/31/2015,19.79,40.8094385,-73.8803315
602972,375,Nitrogen dioxide (NO2),Mean,ppb,CD,202,Hunts Point and Longwood (CD2),2018-01-01,01/01/2018,20.45,40.8094385,-73.8803315
649933,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,202,Hunts Point and Longwood (CD2),2019-01-01,01/01/2019,7.82,40.8094385,-73.8803315
742434,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,202,Hunts Point and Longwood (CD2),2021-01-01,01/01/2021,7.29,40.8094385,-73.8803315
411007,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,202,Hunts Point and Longwood (CD2),2016-01-01,12/31/2015,8.49,40.8094385,-73.8803315
170177,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,202,Hunts Point and Longwood (CD2),2009-01-01,12/01/2008,11.64,40.8094385,-73.8803315
170295,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,202,Hunts Point and Longwood (CD2),2011-01-01,12/01/2010,11.47,40.8094385,-73.8803315
669588,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,202,Hunts Point and Longwood (CD2),2020-01-01,01/01/2020,6.56,40.8094385,-73.8803315
167640,375,Nitrogen dioxide (NO2),Mean,ppb,CD,202,Hunts Point and Longwood (CD2),2011-01-01,12/01/2010,24.34,40.8094385,-73.8803315
643588,375,Nitrogen dioxide (NO2),Mean,ppb,CD,202,Hunts Point and Longwood (CD2),2019-01-01,01/01/2019,19.04,40.8094385,-73.8803315
212556,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,208,Canarsie - Flatlands,2014-01-01,12/01/2013,17.0,40.6437195,-73.9006722
172658,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,208,Canarsie - Flatlands,2011-01-01,12/01/2010,19.21,40.6437195,-73.9006722
172590,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,208,Canarsie - Flatlands,2009-01-01,12/01/2008,20.22,40.6437195,-73.9006722
336649,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,208,Canarsie - Flatlands,2015-01-01,01/01/2015,16.52,40.6437195,-73.9006722
643360,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,208,Canarsie - Flatlands,2019-01-01,01/01/2019,13.14,40.6437195,-73.9006722
178539,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,208,Canarsie - Flatlands,2012-01-01,12/01/2011,8.37,40.6437195,-73.9006722
178413,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,208,Canarsie - Flatlands,2009-01-01,12/01/2008,9.85,40.6437195,-73.9006722
174256,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,208,Canarsie - Flatlands,2013-01-01,12/01/2012,8.18,40.6437195,-73.9006722
547528,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,208,Canarsie - Flatlands,2017-01-01,01/01/2017,7.02,40.6437195,-73.9006722
174188,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,208,Canarsie - Flatlands,2011-01-01,12/01/2010,9.55,40.6437195,-73.9006722
174120,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,208,Canarsie - Flatlands,2009-01-01,12/01/2008,9.85,40.6437195,-73.9006722
178455,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,208,Canarsie - Flatlands,2010-01-01,12/01/2009,9.12,40.6437195,-73.9006722
410779,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,208,Canarsie - Flatlands,2016-01-01,12/31/2015,7.12,40.6437195,-73.9006722
172624,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,208,Canarsie - Flatlands,2010-01-01,12/01/2009,19.1,40.6437195,-73.9006722
410896,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,208,Canarsie - Flatlands,2016-01-01,12/31/2015,7.12,40.6437195,-73.9006722
742206,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,208,Canarsie - Flatlands,2021-01-01,01/01/2021,6.27,40.6437195,-73.9006722
740937,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,208,Canarsie - Flatlands,2021-01-01,01/01/2021,14.28,40.6437195,-73.9006722
178581,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,208,Canarsie - Flatlands,2013-01-01,12/01/2012,8.18,40.6437195,-73.9006722
649705,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,208,Canarsie - Flatlands,2019-01-01,01/01/2019,6.15,40.6437195,-73.9006722
172726,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,208,Canarsie - Flatlands,2013-01-01,12/01/2012,16.65,40.6437195,-73.9006722
211767,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,208,Canarsie - Flatlands,2014-01-01,12/01/2013,17.0,40.6437195,-73.9006722
172692,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,208,Canarsie - Flatlands,2012-01-01,12/01/2011,17.22,40.6437195,-73.9006722
176691,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,208,Canarsie - Flatlands,2013-01-01,12/01/2012,16.65,40.6437195,-73.9006722
742323,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,208,Canarsie - Flatlands,2021-01-01,01/01/2021,6.27,40.6437195,-73.9006722
212073,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,208,Canarsie - Flatlands,2014-01-01,12/01/2013,8.48,40.6437195,-73.9006722
549803,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,208,Canarsie - Flatlands,2017-01-01,01/01/2017,15.64,40.6437195,-73.9006722
176649,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,208,Canarsie - Flatlands,2012-01-01,12/01/2011,17.22,40.6437195,-73.9006722
176565,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,208,Canarsie - Flatlands,2010-01-01,12/01/2009,19.1,40.6437195,-73.9006722
547411,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,208,Canarsie - Flatlands,2017-01-01,01/01/2017,7.02,40.6437195,-73.9006722
412471,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,208,Canarsie - Flatlands,2016-01-01,12/31/2015,15.3,40.6437195,-73.9006722
602744,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,208,Canarsie - Flatlands,2018-01-01,01/01/2018,14.48,40.6437195,-73.9006722
212934,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,208,Canarsie - Flatlands,2014-01-01,12/01/2013,8.48,40.6437195,-73.9006722
178497,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,208,Canarsie - Flatlands,2011-01-01,12/01/2010,9.55,40.6437195,-73.9006722
605705,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,208,Canarsie - Flatlands,2018-01-01,01/01/2018,6.7,40.6437195,-73.9006722
605822,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,208,Canarsie - Flatlands,2018-01-01,01/01/2018,6.7,40.6437195,-73.9006722
549920,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,208,Canarsie - Flatlands,2017-01-01,01/01/2017,15.64,40.6437195,-73.9006722
741054,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,208,Canarsie - Flatlands,2021-01-01,01/01/2021,14.28,40.6437195,-73.9006722
174154,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,208,Canarsie - Flatlands,2010-01-01,12/01/2009,9.12,40.6437195,-73.9006722
176607,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,208,Canarsie - Flatlands,2011-01-01,12/01/2010,19.21,40.6437195,-73.9006722
176523,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,208,Canarsie - Flatlands,2009-01-01,12/01/2008,20.22,40.6437195,-73.9006722
336532,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,208,Canarsie - Flatlands,2015-01-01,01/01/2015,16.52,40.6437195,-73.9006722
667141,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,208,Canarsie - Flatlands,2020-01-01,01/01/2020,13.76,40.6437195,-73.9006722
649822,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,208,Canarsie - Flatlands,2019-01-01,01/01/2019,6.15,40.6437195,-73.9006722
174222,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,208,Canarsie - Flatlands,2012-01-01,12/01/2011,8.37,40.6437195,-73.9006722
334111,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,208,Canarsie - Flatlands,2015-01-01,01/01/2015,8.1,40.6437195,-73.9006722
669679,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,208,Canarsie - Flatlands,2020-01-01,01/01/2020,5.69,40.6437195,-73.9006722
412588,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,208,Canarsie - Flatlands,2016-01-01,12/31/2015,15.3,40.6437195,-73.9006722
602861,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,208,Canarsie - Flatlands,2018-01-01,01/01/2018,14.48,40.6437195,-73.9006722
667375,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,208,Canarsie - Flatlands,2020-01-01,01/01/2020,13.76,40.6437195,-73.9006722
643477,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,208,Canarsie - Flatlands,2019-01-01,01/01/2019,13.14,40.6437195,-73.9006722
333994,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,208,Canarsie - Flatlands,2015-01-01,01/01/2015,8.1,40.6437195,-73.9006722
669796,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,208,Canarsie - Flatlands,2020-01-01,01/01/2020,5.69,40.6437195,-73.9006722
549902,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,202,Downtown - Heights - Slope,2017-01-01,01/01/2017,21.12,,
740919,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,202,Downtown - Heights - Slope,2021-01-01,01/01/2021,18.78,,
547393,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,202,Downtown - Heights - Slope,2017-01-01,01/01/2017,8.35,,
212928,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,202,Downtown - Heights - Slope,2014-01-01,12/01/2013,9.99,,
178449,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,202,Downtown - Heights - Slope,2010-01-01,12/01/2009,10.49,,
602726,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,202,Downtown - Heights - Slope,2018-01-01,01/01/2018,21.14,,
605687,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,202,Downtown - Heights - Slope,2018-01-01,01/01/2018,7.85,,
602843,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,202,Downtown - Heights - Slope,2018-01-01,01/01/2018,21.14,,
547510,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,202,Downtown - Heights - Slope,2017-01-01,01/01/2017,8.35,,
643459,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,202,Downtown - Heights - Slope,2019-01-01,01/01/2019,19.98,,
410761,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,202,Downtown - Heights - Slope,2016-01-01,12/31/2015,8.86,,
742188,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,202,Downtown - Heights - Slope,2021-01-01,01/01/2021,7.1,,
669814,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,202,Downtown - Heights - Slope,2020-01-01,01/01/2020,6.69,,
549785,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,202,Downtown - Heights - Slope,2017-01-01,01/01/2017,21.12,,
174250,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,202,Downtown - Heights - Slope,2013-01-01,12/01/2012,9.46,,
742305,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,202,Downtown - Heights - Slope,2021-01-01,01/01/2021,7.1,,
212067,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,202,Downtown - Heights - Slope,2014-01-01,12/01/2013,9.99,,
176643,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,202,Downtown - Heights - Slope,2012-01-01,12/01/2011,23.98,,
176685,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,202,Downtown - Heights - Slope,2013-01-01,12/01/2012,23.41,,
212550,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,202,Downtown - Heights - Slope,2014-01-01,12/01/2013,22.67,,
643342,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,202,Downtown - Heights - Slope,2019-01-01,01/01/2019,19.98,,
649687,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,202,Downtown - Heights - Slope,2019-01-01,01/01/2019,7.44,,
211761,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,202,Downtown - Heights - Slope,2014-01-01,12/01/2013,22.67,,
172720,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,202,Downtown - Heights - Slope,2013-01-01,12/01/2012,23.41,,
741036,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,202,Downtown - Heights - Slope,2021-01-01,01/01/2021,18.78,,
172686,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,202,Downtown - Heights - Slope,2012-01-01,12/01/2011,23.98,,
176559,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,202,Downtown - Heights - Slope,2010-01-01,12/01/2009,26.46,,
178575,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,202,Downtown - Heights - Slope,2013-01-01,12/01/2012,9.46,,
412453,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,202,Downtown - Heights - Slope,2016-01-01,12/31/2015,21.65,,
174148,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,202,Downtown - Heights - Slope,2010-01-01,12/01/2009,10.49,,
174216,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,202,Downtown - Heights - Slope,2012-01-01,12/01/2011,9.9,,
667105,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,202,Downtown - Heights - Slope,2020-01-01,01/01/2020,18.26,,
178533,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,202,Downtown - Heights - Slope,2012-01-01,12/01/2011,9.9,,
178491,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,202,Downtown - Heights - Slope,2011-01-01,12/01/2010,11.14,,
